delivery_timestamp,business_date_first,fixing_i_price_first,temperature_mean,temperature_min,temperature_max,temperature_std,wind_speed_mean,wind_speed_max,humidity_mean,precipitation_sum,sunny_sum,hour,dow,month,lag_24,lag_48,roll_mean_24
2024-01-01 00:00:00+00:00,2023-12-31,236.11,2.888888888888889,0.3,6.8,1.7011722217649141,7.355555555555556,16.6,94.0,0.0,0.0,0,0,1,,,
2024-01-01 01:00:00+00:00,2023-12-31,236.1,2.6166666666666667,0.5,6.6,1.6085250825450224,7.083333333333333,22.3,94.55555555555556,0.2,0.0,1,0,1,,,
2024-01-01 02:00:00+00:00,2023-12-31,212.63,2.466666666666667,0.2,6.5,1.8240227036770709,7.427777777777779,16.6,94.5,0.2,0.0,2,0,1,,,
2024-01-01 03:00:00+00:00,2023-12-31,212.0,2.5833333333333335,-0.6,5.6,1.531339283111355,7.416666666666667,20.5,95.5,0.5,0.0,3,0,1,,,
2024-01-01 04:00:00+00:00,2023-12-31,212.0,2.772222222222222,-0.3,5.3,1.5203736210920058,6.516666666666667,14.4,95.0,0.6000000000000001,0.0,4,0,1,,,
2024-01-01 05:00:00+00:00,2023-12-31,236.1,2.8333333333333335,0.3,5.5,1.4588472483840271,6.944444444444445,16.6,94.27777777777777,0.7,0.0,5,0,1,,,
2024-01-01 06:00:00+00:00,2023-12-31,247.19,2.911111111111111,0.4,5.1,1.4977979479257064,6.705555555555556,16.6,94.0,1.7999999999999998,0.0,6,0,1,,,
2024-01-01 07:00:00+00:00,2023-12-31,250.0,2.6055555555555556,0.7,5.1,1.3414093651705732,7.300000000000001,14.8,96.0,2.8000000000000003,6.209091005846858,7,0,1,,,
2024-01-01 08:00:00+00:00,2023-12-31,250.0,2.9388888888888887,0.3,5.4,1.436146350435526,7.522222222222222,14.4,95.33333333333333,3.9000000000000004,197.3578586578369,8,0,1,,,
2024-01-01 09:00:00+00:00,2023-12-31,282.0,3.3277777777777775,1.0,6.2,1.5353886480802166,7.227777777777778,14.4,94.88888888888889,6.4,626.4766893386841,9,0,1,,,
2024-01-01 10:00:00+00:00,2023-12-31,324.21,3.755555555555555,1.2,6.7,1.602285948711374,8.061111111111112,21.6,93.44444444444444,8.2,1026.948899269104,10,0,1,,,
2024-01-01 11:00:00+00:00,2023-12-31,341.82,3.8388888888888886,0.8,7.3,1.9156135214073569,8.227777777777778,18.0,94.16666666666667,9.8,1249.3686599731445,11,0,1,,,
2024-01-01 12:00:00+00:00,2023-12-31,359.42,4.261111111111111,0.5,8.0,2.285797296578538,9.116666666666667,18.0,92.11111111111111,10.8,1206.9538946151733,12,0,1,,,
2024-01-01 13:00:00+00:00,2023-12-31,371.97,4.061111111111111,0.6,8.8,2.4386927281275557,11.15,39.6,92.11111111111111,10.1,998.6692457199097,13,0,1,,,
2024-01-01 14:00:00+00:00,2023-12-31,359.0,3.8666666666666663,0.4,8.0,2.347965326931083,11.661111111111111,32.4,92.22222222222223,10.1,579.4429502487183,14,0,1,,,
2024-01-01 15:00:00+00:00,2023-12-31,349.0,3.572222222222222,0.3,7.3,2.262691150340688,12.56111111111111,28.8,92.44444444444444,10.9,110.05491024255753,15,0,1,,,
2024-01-01 16:00:00+00:00,2023-12-31,330.0,3.4444444444444446,0.2,6.6,2.0688792709842923,11.322222222222223,28.8,93.33333333333333,9.700000000000001,0.0,16,0,1,,,
2024-01-01 17:00:00+00:00,2023-12-31,340.0,3.4388888888888887,0.1,5.7,1.9920840074681732,10.416666666666666,25.2,93.61111111111111,8.0,0.0,17,0,1,,,
2024-01-01 18:00:00+00:00,2023-12-31,336.11,3.6555555555555554,0.2,6.5,1.9533447098644818,10.672222222222222,25.2,93.0,5.2,0.0,18,0,1,,,
2024-01-01 19:00:00+00:00,2023-12-31,330.0,3.75,0.2,6.0,1.709575110611853,11.7,28.8,93.11111111111111,3.1,0.0,19,0,1,,,
2024-01-01 20:00:00+00:00,2023-12-31,350.0,3.8444444444444446,0.0,5.5,1.5864211377007653,12.444444444444445,25.2,92.83333333333333,2.6,0.0,20,0,1,,,
2024-01-01 21:00:00+00:00,2023-12-31,350.94,3.855555555555556,-0.2,5.6,1.59197333048243,12.494444444444445,25.2,92.0,2.0,0.0,21,0,1,,,
2024-01-01 22:00:00+00:00,2023-12-31,328.1,3.966666666666667,-0.4,5.9,1.6630942104827307,12.366666666666667,28.8,91.22222222222223,2.6,0.0,22,0,1,,,
2024-01-01 23:00:00+00:00,2023-12-31,250.0,3.8666666666666663,-0.7,5.9,1.6859279169574453,10.261111111111113,21.6,91.38888888888889,2.0,0.0,23,0,1,,,
2024-01-02 00:00:00+00:00,2024-01-01,346.61,3.855555555555556,-1.1,5.8,1.7432971540504105,10.683333333333334,18.0,91.22222222222223,1.2000000000000002,0.0,0,1,1,236.11,,295.6125
2024-01-02 01:00:00+00:00,2024-01-01,330.0,3.75,-1.5,5.7,1.7460038407073184,12.694444444444445,21.6,91.5,1.4,0.0,1,1,1,236.1,,300.2166666666667
2024-01-02 02:00:00+00:00,2024-01-01,322.08,3.6944444444444446,-1.7,5.8,1.8001543143729528,11.255555555555555,21.6,92.5,1.1,0.0,2,1,1,212.63,,304.12916666666666
2024-01-02 03:00:00+00:00,2024-01-01,336.11,3.45,-1.8,5.4,1.7567516815384678,9.266666666666667,18.0,93.27777777777777,0.6000000000000001,0.0,3,1,1,212.0,,308.68958333333336
2024-01-02 04:00:00+00:00,2024-01-01,359.19,3.3277777777777775,-2.0,4.8,1.7056327290879323,10.11111111111111,18.0,94.16666666666667,0.6,0.0,4,1,1,212.0,,313.86083333333335
2024-01-02 05:00:00+00:00,2024-01-01,390.17,3.127777777777778,-2.2,4.9,1.7125163994253176,10.644444444444444,18.0,93.27777777777777,1.0,0.0,5,1,1,236.1,,319.99375000000003
2024-01-02 06:00:00+00:00,2024-01-01,434.14,2.9555555555555557,-2.0,4.7,1.5952953708518804,9.927777777777779,21.6,93.22222222222223,0.5,0.0,6,1,1,247.19,,326.41333333333336
2024-01-02 07:00:00+00:00,2024-01-01,446.64,2.5166666666666666,-2.2,4.6,1.595674299657745,9.822222222222223,18.0,94.0,0.6,7.331410106271505,7,1,1,250.0,,334.2029166666667
2024-01-02 08:00:00+00:00,2024-01-01,454.64,2.588888888888889,-2.2,4.6,1.6516974829439557,9.172222222222222,14.4,94.27777777777777,1.0,307.76311588287354,8,1,1,250.0,,342.39625
2024-01-02 09:00:00+00:00,2024-01-01,451.14,3.138888888888889,-1.9,4.9,1.7375232165656305,9.266666666666667,15.0,93.22222222222223,0.1,825.3829050064087,9,1,1,282.0,,350.92291666666665
2024-01-02 10:00:00+00:00,2024-01-01,450.0,3.8000000000000003,-1.7,5.9,1.9787102156826957,10.616666666666667,18.0,90.27777777777777,0.2,1222.7532176971436,10,1,1,324.21,,357.9704166666666
2024-01-02 11:00:00+00:00,2024-01-01,451.14,4.333333333333333,-1.6,6.4,2.186590146915566,10.211111111111112,19.0,87.33333333333333,1.0,1495.0799369812012,11,1,1,341.82,,363.21166666666664
2024-01-02 12:00:00+00:00,2024-01-01,451.14,4.477777777777778,-1.3,6.7,2.184047929757295,10.81111111111111,22.0,86.16666666666667,1.5999999999999999,1558.8532447814941,12,1,1,359.42,,367.76666666666665
2024-01-02 13:00:00+00:00,2024-01-01,449.88,4.455555555555556,-1.1,6.9,2.179644391455316,11.88888888888889,28.8,86.38888888888889,2.8,1179.6998710632324,13,1,1,371.97,,371.5883333333333
2024-01-02 14:00:00+00:00,2024-01-01,449.88,4.199999999999999,-1.0,6.5,2.004113417008951,11.222222222222221,25.2,86.61111111111111,2.4,588.9796657562256,14,1,1,359.0,,374.83458333333334
2024-01-02 15:00:00+00:00,2024-01-01,434.14,3.755555555555555,-1.0,6.5,1.9602587530948477,11.588888888888889,25.2,87.83333333333333,2.5,78.77690351009369,15,1,1,349.0,,378.62125
2024-01-02 16:00:00+00:00,2024-01-01,446.64,3.411111111111111,-1.1,5.5,1.8281745601069452,12.272222222222222,26.0,90.33333333333333,3.2,0.0,16,1,1,330.0,,382.16875
2024-01-02 17:00:00+00:00,2024-01-01,434.14,3.288888888888889,-1.2,4.9,1.7629817285392946,12.033333333333335,19.0,91.61111111111111,4.8,0.0,17,1,1,340.0,,387.02875
2024-01-02 18:00:00+00:00,2024-01-01,430.0,3.261111111111111,-1.2,4.8,1.7617300617454188,11.866666666666667,22.0,92.16666666666667,3.5,0.0,18,1,1,336.11,,390.95125
2024-01-02 19:00:00+00:00,2024-01-01,430.0,3.3,-1.3,5.0,1.734426502944892,12.555555555555555,22.0,92.66666666666667,2.4,0.0,19,1,1,330.0,,394.8633333333333
2024-01-02 20:00:00+00:00,2024-01-01,409.14,3.3666666666666667,-1.9,5.0,1.9174124721184262,12.8,24.0,92.5,3.6,0.0,20,1,1,350.0,,399.03
2024-01-02 21:00:00+00:00,2024-01-01,374.38,3.177777777777778,-2.1,5.1,1.9639562579157754,13.244444444444445,26.0,94.27777777777777,6.2,0.0,21,1,1,350.94,,401.4941666666666
2024-01-02 22:00:00+00:00,2024-01-01,377.84,3.1944444444444446,-2.2,5.6,1.997490255360821,13.97777777777778,24.1,95.05555555555556,8.0,0.0,22,1,1,328.1,,402.47083333333336
2024-01-02 23:00:00+00:00,2024-01-01,310.0,3.2222222222222223,-2.3,5.6,2.0095523515436895,13.777777777777779,24.0,95.44444444444444,10.2,0.0,23,1,1,250.0,,404.54333333333335
2024-01-03 00:00:00+00:00,2024-01-02,280.82,3.3666666666666667,-2.4,5.7,2.1524268109440072,13.961111111111112,32.0,95.33333333333333,11.0,0.0,0,2,1,346.61,236.11,407.04333333333335
2024-01-03 01:00:00+00:00,2024-01-02,268.1,3.3833333333333333,-2.5,5.7,2.1796518880181703,13.466666666666667,22.0,96.27777777777777,13.9,0.0,1,2,1,330.0,236.1,404.3020833333333
2024-01-03 02:00:00+00:00,2024-01-02,250.0,3.4944444444444445,-2.8,6.0,2.3259336448534893,13.083333333333334,24.0,96.44444444444444,15.6,0.0,2,2,1,322.08,212.63,401.72291666666666
2024-01-03 03:00:00+00:00,2024-01-02,248.3,3.6555555555555554,-2.8,6.9,2.5868950778473505,12.466666666666667,24.1,96.16666666666667,15.5,0.0,3,2,1,336.11,212.0,398.71958333333333
2024-01-03 04:00:00+00:00,2024-01-02,256.8,3.9444444444444446,-3.0,8.0,2.8701756909172,12.422222222222222,24.1,95.94444444444444,12.8,0.0,4,2,1,359.19,212.0,395.0608333333333
